sp,lon,lat
Melanoides.tuberculataAN,-87.982766,14.855261
Melanoides.tuberculataAN,-87.603055,15.025203
Melanoides.tuberculataAN,-87.341293,13.686992
Melanoides.tuberculataAN,-86.068272,15.639654
Melanoides.tuberculataAN,-85.867751,15.941942
Melanoides.tuberculataAN,-84.096123,15.354415
Melanoides.tuberculataAN,-85.98056,13.142826
Melanoides.tuberculataAN,-83.299332,14.274207
Melanoides.tuberculataAN,-83.346754,14.90542
Melanoides.tuberculataAN,-98.71749,23.907745
Melanoides.tuberculataAN,-97.852529,24.817539
Melanoides.tuberculataAN,-102.192485,18.056167
Melanoides.tuberculataAN,-103.388982,18.969512
Melanoides.tuberculataAN,-103.579396,19.938725
Melanoides.tuberculataAN,-102.800865,20.292163
Melanoides.tuberculataAN,-104.621325,21.675292
Melanoides.tuberculataAN,-105.449987,21.904317
Melanoides.tuberculataAN,-105.568162,22.201672
Melanoides.tuberculataAN,-106.185641,23.556988
Melanoides.tuberculataAN,-106.765578,24.59191
Melanoides.tuberculataAN,-107.419863,25.169522
Melanoides.tuberculataAN,-108.067409,25.514641
Melanoides.tuberculataAN,-107.846312,25.945435
Melanoides.tuberculataAN,-105.603255,26.478836
Melanoides.tuberculataAN,-105.550208,27.558247
Melanoides.tuberculataAN,-85.408329,11.843241
Melanoides.tuberculataAN,-86.587238,12.401539
Melanoides.tuberculataAN,-75.78753,-5.027247
Melanoides.tuberculataAN,-80.644213,-5.540159
Melanoides.tuberculataAN,-80.687893,-5.908336
Melanoides.tuberculataAN,-80.142955,-6.583073
Melanoides.tuberculataAN,-82.197088,8.756355
Melanoides.tuberculataAN,-82.48102,9.42476
Melanoides.tuberculataAN,-60.990146,14.007802
Melanoides.tuberculataAN,-60.984653,13.885896
Melanoides.tuberculataAN,-64.944885,7.584497
Biomphalaria.glabrata,-46.755595,-1.069298
Biomphalaria.glabrata,-38.45706,-8.839516
Biomphalaria.glabrata,-37.708632,-8.489902
Biomphalaria.glabrata,-44.80466,-1.608231
Biomphalaria.glabrata,-36.85755,-10.165184
Biomphalaria.glabrata,-43.817011,-19.899379
Biomphalaria.glabrata,-67.63538,10.180843
Biomphalaria.glabrata,-45.742258,-20.729265
Biomphalaria.glabrata,-40.096399,-11.540169
Biomphalaria.glabrata,-51.1618,-29.481299
Biomphalaria.glabrata,-41.511442,-19.099527
Biomphalaria.glabrata,-61.803465,17.102953
Biomphalaria.glabrata,-45.219078,-15.513817
Biomphalaria.glabrata,-43.977499,-19.858288
Biomphalaria.glabrata,-60.935274,14.598183
Biomphalaria.glabrata,-41.168387,-22.068968
Biomphalaria.glabrata,-70.049944,12.558414
Biomphalaria.glabrata,-55.162826,5.79638
Biomphalaria.glabrata,-63.86942,8.056084
Biomphalaria.glabrata,-72.368297,19.000294
Biomphalaria.glabrata,-66.916335,18.37859
Biomphalaria.glabrata,-66.897557,10.497019
Biomphalaria.glabrata,-47.308944,-15.582404
Biomphalaria.glabrata,-57.961227,-31.296784
Biomphalaria.glabrata,-69.915777,9.018979
Biomphalaria.glabrata,-58.181769,6.790437
Biomphalaria.glabrata,-55.138821,4.586113
Biomphalaria.glabrata,-55.279761,-10.148576
Biomphalaria.glabrata,-61.239714,10.54107
Biomphalaria.glabrata,-49.900129,-22.99997
Biomphalaria.glabrata,-41.769629,-2.927242
Biomphalaria.glabrata,-40.351239,-20.298961
Biomphalaria.glabrata,-44.42422,-2.407711
Biomphalaria.glabrata,-41.908449,-2.873551
Biomphalaria.glabrata,-44.748122,-2.716325
Biomphalaria.glabrata,-45.243953,-5.503612
Biomphalaria.glabrata,-45.723486,-14.57639
Biomphalaria.glabrata,-44.864067,-18.27294
Biomphalaria.glabrata,-45.77432,-14.16548
Biomphalaria.glabrata,-44.114496,-2.471361
Biomphalaria.glabrata,-43.088942,-5.682191
Biomphalaria.glabrata,-43.782946,-6.178029
Biomphalaria.glabrata,-45.06911,-2.518358
Biomphalaria.glabrata,-45.776793,-2.542291
Biomphalaria.glabrata,-44.864492,-2.703783
Biomphalaria.glabrata,-42.419896,-3.359963
Biomphalaria.glabrata,-43.707128,-6.500569
Biomphalaria.glabrata,-44.065457,-2.559127
Biomphalaria.glabrata,-45.368962,-1.672713
Biomphalaria.glabrata,-42.274869,-2.76543
Biomphalaria.glabrata,-44.613924,-3.278556
Biomphalaria.glabrata,-42.828093,-2.744642
Biomphalaria.glabrata,-44.783137,-2.445724
Biomphalaria.glabrata,-44.780731,-2.067182
Biomphalaria.glabrata,-45.067249,-2.601825
Biomphalaria.glabrata,-44.855639,-2.581885
Biomphalaria.glabrata,-47.422418,-5.920482
Biomphalaria.glabrata,-44.809474,-2.986732
Biomphalaria.glabrata,-44.875603,-2.883806
Biomphalaria.glabrata,-44.996992,-3.195378
Biomphalaria.glabrata,-35.1423,-6.203325
Biomphalaria.glabrata,-35.059668,-6.33888
Biomphalaria.glabrata,-35.367877,-6.197512
Biomphalaria.glabrata,-35.432193,-5.644466
Biomphalaria.glabrata,-35.309077,-6.330637
Biomphalaria.glabrata,-35.300773,-5.711887
Biomphalaria.glabrata,-35.218902,-6.261198
Biomphalaria.glabrata,-35.348216,-5.85634
Biomphalaria.glabrata,-35.255592,-5.520456
Biomphalaria.glabrata,-35.337203,-6.071306
Biomphalaria.glabrata,-35.240648,-5.785996
Biomphalaria.glabrata,-35.234958,-5.903556
Biomphalaria.glabrata,-35.213636,-6.442725
Biomphalaria.glabrata,-35.558349,-5.469658
Biomphalaria.glabrata,-35.324459,-5.798044
Biomphalaria.glabrata,-35.248093,-6.076958
Biomphalaria.glabrata,-35.457902,-5.199564
Biomphalaria.glabrata,-36.673489,-9.758938
Biomphalaria.glabrata,-36.021377,-9.512045
Biomphalaria.glabrata,-36.486091,-9.589153
Biomphalaria.glabrata,-36.225536,-9.694295
Biomphalaria.glabrata,-36.150528,-9.393448
Biomphalaria.glabrata,-36.076227,-9.410722
Biomphalaria.glabrata,-36.173595,-10.134672
Biomphalaria.glabrata,-36.832437,-9.880068
Biomphalaria.glabrata,-36.627633,-9.535025
Biomphalaria.glabrata,-35.459234,-8.838701
Biomphalaria.glabrata,-36.485786,-9.925115
Biomphalaria.glabrata,-36.50108,-9.739561
Biomphalaria.glabrata,-35.746762,-9.652558
Biomphalaria.glabrata,-36.303021,-9.582244
Biomphalaria.glabrata,-36.387184,-9.44489
Biomphalaria.glabrata,-35.95124,-9.312775
Biomphalaria.glabrata,-37.829967,-9.504332
Biomphalaria.glabrata,-36.629455,-9.415828
Biomphalaria.glabrata,-35.488869,-9.243129
Biomphalaria.glabrata,-36.585948,-10.288303
Biomphalaria.glabrata,-36.433975,-10.408928
Biomphalaria.glabrata,-35.951408,-9.60954
Biomphalaria.glabrata,-36.287329,-9.475529
Biomphalaria.glabrata,-36.473349,-9.319904
Biomphalaria.glabrata,-36.055381,-9.012019
Biomphalaria.glabrata,-35.556854,-9.318308
Biomphalaria.glabrata,-36.094962,-9.778182
Biomphalaria.glabrata,-35.835049,-9.557685
Biomphalaria.glabrata,-36.432275,-9.534789
Biomphalaria.glabrata,-37.003939,-9.972196
Biomphalaria.glabrata,-36.036366,-9.156785
Biomphalaria.glabrata,-36.239034,-9.376952
Biomphalaria.glabrata,-36.581783,-9.640501
Biomphalaria.glabrata,-35.553268,-8.940139
Biomphalaria.glabrata,-35.535494,-9.155752
Biomphalaria.glabrata,-35.130977,-6.382452
Biomphalaria.glabrata,-41.669598,-13.248053
Biomphalaria.glabrata,-38.01684,-11.665209
Biomphalaria.glabrata,-38.115752,-10.536328
Biomphalaria.glabrata,-38.409652,-12.146835
Biomphalaria.glabrata,-38.747672,-12.393891
Biomphalaria.glabrata,-41.317806,-12.806633
Biomphalaria.glabrata,-44.695301,-12.010775
Biomphalaria.glabrata,-40.272636,-10.572251
Biomphalaria.glabrata,-38.199422,-12.210076
Biomphalaria.glabrata,-40.585953,-14.87307
Biomphalaria.glabrata,-44.997388,-12.139924
Biomphalaria.glabrata,-40.605004,-12.664947
Biomphalaria.glabrata,-41.267405,-11.972028
Biomphalaria.glabrata,-39.799714,-13.108287
Biomphalaria.glabrata,-38.96522,-12.606581
Biomphalaria.glabrata,-40.308846,-11.021653
Biomphalaria.glabrata,-41.240824,-15.512555
Biomphalaria.glabrata,-40.013852,-11.384645
Biomphalaria.glabrata,-39.415966,-12.765287
Biomphalaria.glabrata,-44.857624,-12.313667
Biomphalaria.glabrata,-42.285316,-13.329123
Biomphalaria.glabrata,-37.605936,-11.812458
Biomphalaria.glabrata,-39.80815,-13.360702
Biomphalaria.glabrata,-38.090021,-11.952786
Biomphalaria.glabrata,-39.658184,-14.857136
Biomphalaria.glabrata,-40.216899,-12.767748
Biomphalaria.glabrata,-41.841114,-11.299988
Biomphalaria.glabrata,-40.063375,-15.117856
Biomphalaria.glabrata,-39.492776,-15.191094
Biomphalaria.glabrata,-38.317407,-12.874007
Biomphalaria.glabrata,-38.304999,-12.524218
Biomphalaria.glabrata,-39.50042,-13.226048
Biomphalaria.glabrata,-40.142179,-14.790869
Biomphalaria.glabrata,-40.364546,-14.536802
Biomphalaria.glabrata,-39.392153,-11.808884
Biomphalaria.glabrata,-40.742521,-15.461028
Biomphalaria.glabrata,-44.197871,-13.399445
Biomphalaria.glabrata,-38.864323,-12.027148
Biomphalaria.glabrata,-38.4883,-12.512758
Biomphalaria.glabrata,-39.094721,-11.969774
Biomphalaria.glabrata,-39.278419,-14.595227
Biomphalaria.glabrata,-40.940123,-11.253077
Biomphalaria.glabrata,-40.871466,-14.854176
Biomphalaria.glabrata,-42.743177,-10.80075
Biomphalaria.glabrata,-43.474609,-19.93936
Biomphalaria.glabrata,-47.847525,-15.782415
Biomphalaria.glabrata,-42.871951,-19.654451
Biomphalaria.glabrata,-44.245961,-19.198538
Biomphalaria.glabrata,-45.979207,-20.016649
Biomphalaria.glabrata,-42.318785,-19.832672
Biomphalaria.glabrata,-43.679065,-19.891427
Biomphalaria.glabrata,-44.128752,-19.5644
Biomphalaria.glabrata,-42.137595,-19.780691
Biomphalaria.glabrata,-43.427257,-19.035007
Biomphalaria.glabrata,-42.722635,-19.416679
Biomphalaria.glabrata,-44.883997,-20.15658
Biomphalaria.glabrata,-42.233287,-19.626932
Biomphalaria.glabrata,-46.706858,-20.849009
Biomphalaria.glabrata,-44.390522,-19.484645
Biomphalaria.glabrata,-43.752379,-19.5137
Biomphalaria.glabrata,-43.128553,-19.834489
Biomphalaria.glabrata,-44.570213,-16.976531
Biomphalaria.glabrata,-44.402689,-20.00723
Biomphalaria.glabrata,-43.033944,-19.765588
Biomphalaria.glabrata,-41.873317,-17.468947
Biomphalaria.glabrata,-43.318703,-21.504627
Biomphalaria.glabrata,-43.023959,-15.744886
Biomphalaria.glabrata,-43.014739,-18.291525
Biomphalaria.glabrata,-43.869163,-19.796804
Biomphalaria.glabrata,-42.609851,-20.315712
Biomphalaria.glabrata,-42.764478,-18.549736
Biomphalaria.glabrata,-43.250011,-21.365439
Biomphalaria.glabrata,-43.96426,-19.724815
Biomphalaria.glabrata,-50.31525,-23.299275
Biomphalaria.glabrata,-51.236155,-22.774043
Biomphalaria.glabrata,-50.816586,-23.37501
Biomphalaria.glabrata,-50.360996,-23.08742
Biomphalaria.glabrata,-50.184123,-23.114848
Biomphalaria.glabrata,-50.070173,-23.040859
Biomphalaria.glabrata,-51.253255,-23.265901
Biomphalaria.glabrata,-49.079983,-25.322317
Biomphalaria.glabrata,-51.569909,-22.823146
Biomphalaria.glabrata,-51.968802,-22.842468
Biomphalaria.glabrata,-50.555819,-23.544794
Biomphalaria.glabrata,-53.308958,-24.294968
Biomphalaria.glabrata,-51.684173,-24.177698
Biomphalaria.glabrata,-51.068394,-23.283898
Biomphalaria.glabrata,-50.982591,-23.260903
Biomphalaria.glabrata,-50.752419,-23.081506
Biomphalaria.glabrata,-51.159362,-23.334915
Biomphalaria.glabrata,-51.813146,-23.479437
Biomphalaria.glabrata,-50.718314,-23.332164
Biomphalaria.glabrata,-51.380238,-22.750617
Biomphalaria.glabrata,-50.911589,-23.068752
Biomphalaria.glabrata,-49.621108,-23.60428
Biomphalaria.glabrata,-50.646293,-23.495926
Biomphalaria.glabrata,-51.181488,-29.83239
Biomphalaria.straminea,-50.564155,-22.901459
Biomphalaria.straminea,-60.988484,13.896434
Biomphalaria.straminea,-60.964156,14.032767
Biomphalaria.straminea,-43.979313,-19.8574
Biomphalaria.straminea,-51.916379,-23.410345
Biomphalaria.straminea,-45.388985,-23.477585
Biomphalaria.straminea,-43.949089,-14.90571
Biomphalaria.straminea,-49.294124,-16.700659
Biomphalaria.straminea,-38.781389,-4.384797
Biomphalaria.straminea,-67.703375,10.201597
Biomphalaria.straminea,-35.020471,-8.010275
Biomphalaria.straminea,-68.426316,11.01932
Biomphalaria.straminea,-49.373245,-20.809672
Biomphalaria.straminea,-38.642583,-6.822048
Biomphalaria.straminea,-49.454013,-19.95978
Biomphalaria.straminea,-35.528912,-8.225928
Biomphalaria.straminea,-41.437139,-7.074476
Biomphalaria.straminea,-44.293978,-2.58392
Biomphalaria.straminea,-40.0988,-11.188344
Biomphalaria.straminea,-38.504844,-3.797616
Biomphalaria.straminea,-78.217247,-2.692677
Biomphalaria.straminea,-52.310598,4.884261
Biomphalaria.straminea,-48.500312,-16.198851
Biomphalaria.straminea,-42.833973,-5.066241
Biomphalaria.straminea,-36.988078,-9.66759
Biomphalaria.straminea,-40.434897,-4.234465
Biomphalaria.straminea,-38.950892,-3.587119
Biomphalaria.straminea,-35.419982,-5.290511
Biomphalaria.straminea,-35.82994,-6.281883
Biomphalaria.straminea,-35.756194,-7.981411
Biomphalaria.straminea,-37.899393,-7.068809
Biomphalaria.straminea,-37.427776,-11.416035
Biomphalaria.straminea,-40.088555,-11.540282
Biomphalaria.straminea,-39.161759,-12.508679
Biomphalaria.straminea,-40.414236,-13.854803
Biomphalaria.straminea,-39.844427,-15.981179
Biomphalaria.straminea,-45.317718,-18.417544
Biomphalaria.straminea,-44.476627,-21.430151
Biomphalaria.straminea,-39.87935,-19.535933
Biomphalaria.straminea,-42.38527,-20.121349
Biomphalaria.straminea,-41.340402,-22.073181
Biomphalaria.straminea,-43.024029,-22.042452
Biomphalaria.straminea,-46.277814,-1.223107
Biomphalaria.straminea,-46.762859,-1.019691
Biomphalaria.straminea,-47.836853,-18.356376
Biomphalaria.straminea,-58.874371,-27.477803
Biomphalaria.straminea,-67.806871,-9.97708
Biomphalaria.straminea,-72.66535,-7.638583
Biomphalaria.straminea,-60.366144,-3.824095
Biomphalaria.straminea,-63.017137,-7.514098
Biomphalaria.straminea,-60.634008,-3.297036
Biomphalaria.straminea,-60.032047,-3.124001
Biomphalaria.straminea,-60.656302,2.828847
Biomphalaria.straminea,-54.740374,-1.958109
Biomphalaria.straminea,-52.205173,-3.206321
Biomphalaria.straminea,-54.981277,-2.623448
Biomphalaria.straminea,-50.483329,-1.692093
Biomphalaria.straminea,-55.982264,-4.275875
Biomphalaria.straminea,-54.092989,-2.016468
Biomphalaria.straminea,-55.868599,-1.771634
Biomphalaria.straminea,-47.10642,-0.933239
Biomphalaria.straminea,-47.003671,-0.897163
Biomphalaria.straminea,-48.313472,-1.172785
Biomphalaria.straminea,-46.135741,-1.207059
Biomphalaria.straminea,-47.494395,-4.921488
Biomphalaria.straminea,-44.422693,-2.403044
Biomphalaria.straminea,-41.908356,-2.873686
Biomphalaria.straminea,-44.780495,-3.457452
Biomphalaria.straminea,-44.697371,-2.712886
Biomphalaria.straminea,-42.82354,-2.75273
Biomphalaria.straminea,-44.552455,-7.225448
Biomphalaria.straminea,-44.778753,-2.449683
Biomphalaria.straminea,-44.864375,-1.826863
Biomphalaria.straminea,-44.59696,-2.136868
Biomphalaria.straminea,-47.39802,-5.443436
Biomphalaria.straminea,-44.995703,-3.080522
Biomphalaria.straminea,-44.78193,-2.063843
Biomphalaria.straminea,-44.051617,-6.745256
Biomphalaria.straminea,-44.116099,-2.472224
Biomphalaria.straminea,-44.904429,-2.648646
Biomphalaria.straminea,-44.012892,-6.432447
Biomphalaria.straminea,-43.088883,-5.682343
Biomphalaria.straminea,-43.782798,-6.182822
Biomphalaria.straminea,-45.347581,-3.609927
Biomphalaria.straminea,-45.069091,-2.518082
Biomphalaria.straminea,-43.443699,-2.509915
Biomphalaria.straminea,-44.244838,-2.941915
Biomphalaria.straminea,-45.311493,-2.236706
Biomphalaria.straminea,-44.804496,-2.703416
Biomphalaria.straminea,-44.88071,-5.576055
Biomphalaria.straminea,-44.808497,-2.984581
Biomphalaria.straminea,-43.69045,-6.511336
Biomphalaria.straminea,-44.294871,-2.558107
Biomphalaria.straminea,-44.874566,-2.883304
Biomphalaria.straminea,-42.818685,-5.101977
Biomphalaria.straminea,-45.368182,-1.6731
Biomphalaria.straminea,-42.274643,-2.76545
Biomphalaria.straminea,-44.996177,-3.195085
Biomphalaria.straminea,-47.883437,-12.626544
Biomphalaria.straminea,-48.52872,-12.035775
Biomphalaria.straminea,-42.670525,-5.799308
Biomphalaria.straminea,-42.635575,-5.885866
Biomphalaria.straminea,-40.936344,-7.008887
Biomphalaria.straminea,-42.203934,-5.250388
Biomphalaria.straminea,-42.467141,-5.034177
Biomphalaria.straminea,-42.856102,-6.245848
Biomphalaria.straminea,-42.731254,-6.086701
Biomphalaria.straminea,-43.051028,-9.188879
Biomphalaria.straminea,-41.790968,-6.108935
Biomphalaria.straminea,-42.530961,-6.65274
Biomphalaria.straminea,-42.110298,-6.51562
Biomphalaria.straminea,-42.505354,-5.817984
Biomphalaria.straminea,-41.315427,-6.95073
Biomphalaria.straminea,-41.106326,-5.314301
Biomphalaria.straminea,-41.879595,-7.653607
Biomphalaria.straminea,-42.958557,-8.102043
Biomphalaria.straminea,-43.325144,-9.81383
Biomphalaria.straminea,-41.545335,-5.323247
Biomphalaria.straminea,-42.205425,-5.09171
Biomphalaria.straminea,-41.583794,-7.866723
Biomphalaria.straminea,-44.227494,-8.814296
Biomphalaria.straminea,-42.673203,-5.35796
Biomphalaria.straminea,-41.620963,-6.95723
Biomphalaria.straminea,-42.136413,-6.200888
Biomphalaria.straminea,-43.023235,-6.76272
Biomphalaria.straminea,-42.698087,-6.625284
Biomphalaria.straminea,-41.137514,-6.991365
Biomphalaria.straminea,-40.613475,-7.085212
Biomphalaria.straminea,-43.576343,-6.771655
Biomphalaria.straminea,-42.549019,-5.98681
Biomphalaria.straminea,-41.713017,-6.670925
Biomphalaria.straminea,-41.135425,-7.35472
Biomphalaria.straminea,-42.64192,-6.120676
Biomphalaria.straminea,-42.605063,-4.773234
Biomphalaria.straminea,-41.694035,-5.177642
Biomphalaria.straminea,-42.631686,-5.831432
Biomphalaria.straminea,-42.622868,-4.517324
Biomphalaria.straminea,-42.893944,-4.159464
Biomphalaria.straminea,-42.738177,-5.6832
Biomphalaria.straminea,-42.612601,-5.564397
Biomphalaria.straminea,-41.935804,-6.450506
Biomphalaria.straminea,-42.076534,-6.992928
Biomphalaria.straminea,-40.90536,-7.357951
Biomphalaria.straminea,-42.254158,-7.789672
Biomphalaria.straminea,-43.06314,-5.980259
Biomphalaria.straminea,-42.435931,-5.856851
Biomphalaria.straminea,-41.150436,-8.137891
Biomphalaria.straminea,-40.615414,-6.83906
Biomphalaria.straminea,-41.786811,-4.283333
Biomphalaria.straminea,-42.207104,-5.663506
Biomphalaria.straminea,-42.688729,-6.242132
Biomphalaria.straminea,-41.766726,-7.192077
Biomphalaria.straminea,-41.226916,-6.97886
Biomphalaria.straminea,-41.91401,-7.43061
Biomphalaria.straminea,-42.110964,-5.930044
Biomphalaria.straminea,-42.708275,-5.992103
Biomphalaria.straminea,-41.342495,-6.816165
Biomphalaria.straminea,-41.898861,-5.512442
Biomphalaria.straminea,-42.251055,-8.35211
Biomphalaria.straminea,-42.565525,-7.490889
Biomphalaria.straminea,-40.837675,-7.085186
Biomphalaria.straminea,-41.296103,-5.505916
Biomphalaria.straminea,-42.689258,-9.016166
Biomphalaria.straminea,-41.728789,-4.917654
Biomphalaria.straminea,-40.814719,-7.594669
Biomphalaria.straminea,-41.898784,-7.877378
Biomphalaria.straminea,-42.483984,-7.846668
Biomphalaria.straminea,-42.870298,-4.580343
Biomphalaria.straminea,-41.746035,-6.403039
Biomphalaria.straminea,-42.258698,-6.542893
Biomphalaria.straminea,-56.434575,-14.390086
Biomphalaria.straminea,-56.123463,-15.628314
Biomphalaria.straminea,-39.047532,-7.398662
Biomphalaria.straminea,-38.713065,-4.229227
Biomphalaria.straminea,-39.986186,-2.869255
Biomphalaria.straminea,-39.456473,-6.084792
Biomphalaria.straminea,-40.127034,-6.570217
Biomphalaria.straminea,-39.834284,-3.363541
Biomphalaria.straminea,-39.994375,-6.772556
Biomphalaria.straminea,-39.427735,-3.949029
Biomphalaria.straminea,-38.369533,-3.929493
Biomphalaria.straminea,-37.775436,-4.561939
Biomphalaria.straminea,-40.13282,-7.209418
Biomphalaria.straminea,-40.16167,-6.324744
Biomphalaria.straminea,-39.874347,-6.865654
Biomphalaria.straminea,-38.964388,-6.943141
Biomphalaria.straminea,-38.702912,-6.739186
Biomphalaria.straminea,-38.919905,-5.299791
Biomphalaria.straminea,-39.301541,-7.315256
Biomphalaria.straminea,-38.639969,-4.285393
Biomphalaria.straminea,-38.784004,-7.185373
Biomphalaria.straminea,-38.882028,-4.322529
Biomphalaria.straminea,-39.584139,-5.108558
